"{'distance': [0.041, 0.096, 0.359, 0.373, 0.391, 0.433, 0.555, 0.758, 0.853], 'solute_1': [10.73, -17.03, 19.45, -12.06, 16.98, -14.02, 15.69, -12.29, 7.25]}","{'solute_1i': '127.0 nM', 'solute_1e': '27.0 M'}"
80,60480109127570.592546014343876466430292194650809587899518267207761181540927693685,0.000070106845671548927336056545937220550615136674982480606930948291771093195852816042,60480109127570.592475907498204917502956138104872367348903130532778700933996745393,862684785604537618.88944211221135525225742080515889035718046980225834876745233339,121088038581552.61563126324483700951162643024185461250448158151100607701585061049,3.7698953894347040464574141266339409424304992291335385962617766035067858572161696e-77,1.8118117231985372592418234374515642350827315743449808027081659001931669177690036e-83,-36786273390.008872193221739742483140891219628812721708778962578546883270170322526,-2.0266321326066357846487698756161484540421629761465218914269491639467896584960266e-77,2.356594908421749764138305782262589135530152117986010563189187154480642195440956e-77,3.8033472668639391338058379814055206964345246327098680343560987564800040305388332e-77
90,53964382477046.974257105974821583767983129552660994184743939409774667400199933704,0.000051132507271139156239606135689768769918620936392857332777482849038575665585320119,53964382477046.974205973467550444611743523416971225414825318473381810067422450855,1055383069539134845.7195612336847303242123492579236650948849172195686892584524694,108065949725446.51669303995345642857782039083736652875681930249755393158120063303,9.7870298824915670897375794907702023285058923730261262576447841879499807332138654e-78,4.703646553774313739973911797332812386090900925117081663463000380956817673357667e-84,-35387521525.588079164526911312763259237410925610863773536116675367556397795460725,9.9729192542960749702337510525014379812936234677206081423735638217523044992573926e-78,1.2590094463377725001684385285077721956686429069086923271269953118162999728508552e-77,1.9763479885689202291335512624031192922372427142883071930366965670878649638778196e-77
100,48150686140568.13376065906660531750693854496393434369313045179872618867015508644,0.000037293552074532148609804365683691037000301110598474713229250681898675417402920947,48150686140568.133723365514530785358328740598250652656130150688127713956925835758,1291126306347481087.9355446880563111372334917662805464082544844439165532666121151,96448537332134.796873983708412356458374715950407729807690209068266080424868883593,1.6113793632189714568414407002144209404621469682200428111751818567493961873203084e-78,7.7442891575173844788153371104688189713235276779315949484368884580246072541751467e-85,-34293174253.310050852028746381633255416038998098404813823246351101948570228625155,-1.6192816040802083672599409742750749195842500683318027596919444006566109630929551e-78,4.8643180077240850855962915223698726408313191272562071298064152719234363569379781e-78,8.0992844281564311987956598494974064148037934545160316620084947756280281892982661e-78
"{'distance': [0.041, 0.096, 0.359, 0.373, 0.391, 0.433, 0.555, 0.758, 0.853], 'solute_1': [10.73, -17.03, 19.45, -12.06, 16.98, -14.02, 15.69, -12.29, 7.25]}","{'solute_1i': '127.0 nM', 'solute_1e': '27.0 M'}"
voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-0.000000047854423961549343272093658946020940439655101427582376709949551519512456760777877,-0.000000047854423961549343272093658946020940439655101427582376709949551519512456760777879,-0.000000047854423961549343272093658946020940439655101427582376709949551519512456760777812,-0.000000047854423961549343272093658946020940439655101427582376709949551519512456760777803,-0.000000047854423961549343272093658946020940439655101427582376709949551519512456760778126,-0.099572251272470543185526607248861450178714865494697339279213258245737813008280451,-0.099572251272470543185526607248861450178714865494697339279213258245737813008280454,-0.099572251272470543185526607248861450178714865494697339279213258245737813008280315,-0.099572251272470543185526607248861450178714865494697339279213258245737813008280296,-0.099572251272470543185526607248861450178714865494697339279213258245737813008280969
-140,-0.000000034902742027709911344958027882064052540256688124892798570633521374012669768804031,-0.000000034902742027709911344958027882064052540256688124892798570633521374012669768804034,-0.000000034902742027709911344958027882064052540256688124892798570633521374012669768803659,-0.000000034902742027709911344958027882064052540256688124892798570633521374012669768803634,-0.00000003490274202770991134495802788206405254025668812489279857063352137401266976880291,-0.072623266807552873879721264894902260276582876347186505125920242935201484995020408,-0.072623266807552873879721264894902260276582876347186505125920242935201484995020413,-0.072623266807552873879721264894902260276582876347186505125920242935201484995019633,-0.072623266807552873879721264894902260276582876347186505125920242935201484995019581,-0.072623266807552873879721264894902260276582876347186505125920242935201484995018076
-130,-0.000000025456397056343707681759186516809797459242987742353184526141339561307627042440193,-0.000000025456397056343707681759186516809797459242987742353184526141339561307627042440187,-0.000000025456397056343707681759186516809797459242987742353184526141339561307627042438452,-0.000000025456397056343707681759186516809797459242987742353184526141339561307627042438425,-0.000000025456397056343707681759186516809797459242987742353184526141339561307627042436261,-0.052967950595804634969321762612045921103914348885910840944052399201175164968602853,-0.052967950595804634969321762612045921103914348885910840944052399201175164968602843,-0.052967950595804634969321762612045921103914348885910840944052399201175164968599231,-0.052967950595804634969321762612045921103914348885910840944052399201175164968599175,-0.052967950595804634969321762612045921103914348885910840944052399201175164968594673
-120,-0.000000018566676779496778221299570265731469711485292060825483898610582119697430981981015,-0.000000018566676779496778221299570265731469711485292060825483898610582119697430981981013,-0.000000018566676779496778221299570265731469711485292060825483898610582119697430981980705,-0.000000018566676779496778221299570265731469711485292060825483898610582119697430981980728,-0.000000018566676779496778221299570265731469711485292060825483898610582119697430981980816,-0.038632286266118972403364766059282064125271812259410757448873269780532424586151513,-0.038632286266118972403364766059282064125271812259410757448873269780532424586151509,-0.038632286266118972403364766059282064125271812259410757448873269780532424586150869,-0.038632286266118972403364766059282064125271812259410757448873269780532424586150915,-0.038632286266118972403364766059282064125271812259410757448873269780532424586151099
-110,-0.000000013541634823323437988621295272756977716770247971635176597217517628580843480319914,-0.000000013541634823323437988621295272756977716770247971635176597217517628580843480319915,-0.000000013541634823323437988621295272756977716770247971635176597217517628580843480319044,-0.000000013541634823323437988621295272756977716770247971635176597217517628580843480318971,-0.00000001354163482332343798862129527275697771677024797163517659721751762858084348031841,-0.028176518567048351908403916511071780313440206584229751900934392775135713699125532,-0.028176518567048351908403916511071780313440206584229751900934392775135713699125534,-0.028176518567048351908403916511071780313440206584229751900934392775135713699123722,-0.028176518567048351908403916511071780313440206584229751900934392775135713699123571,-0.028176518567048351908403916511071780313440206584229751900934392775135713699122403
-100,-0.0000000098765966413662641646423740092941223437347571960215411811443492030339603022503763,-0.000000009876596641366264164642374009294122343734757196021541181144349203033960302250381,-0.000000009876596641366264164642374009294122343734757196021541181144349203033960302250568,-0.0000000098765966413662641646423740092941223437347571960215411811443492030339603022505941,-0.0000000098765966413662641646423740092941223437347571960215411811443492030339603022509438,-0.020550554809334715188991584047297652403754192098303075026274466370648616680960649,-0.020550554809334715188991584047297652403754192098303075026274466370648616680960659,-0.020550554809334715188991584047297652403754192098303075026274466370648616680961048,-0.020550554809334715188991584047297652403754192098303075026274466370648616680961102,-0.02055055480933471518899158404729765240375419209830307502627446637064861668096183
-90,-0.0000000072034734737654888518524003709037907711411258030386476488044769106177358000790568,-0.0000000072034734737654888518524003709037907711411258030386476488044769106177358000790563,-0.0000000072034734737654888518524003709037907711411258030386476488044769106177358000795836,-0.0000000072034734737654888518524003709037907711411258030386476488044769106177358000796233,-0.0000000072034734737654888518524003709037907711411258030386476488044769106177358000800803,-0.014988500777705969245043958158938732918007406796198252791285217991805160953605012,-0.014988500777705969245043958158938732918007406796198252791285217991805160953605011,-0.014988500777705969245043958158938732918007406796198252791285217991805160953606108,-0.014988500777705969245043958158938732918007406796198252791285217991805160953606191,-0.014988500777705969245043958158938732918007406796198252791285217991805160953607141
